# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+98B4	HNONO
U+98B5	HNFB
U+98B6	HNBMC
U+98B7	HNFF
U+98B8	HNWP
U+98B9	HNDMQ
U+98BA	HNAMH
U+98BB	BUHNI
U+98BC	HNHXE
U+98BD	UTHNI
U+98BE	HNEII
U+98BF	SFHNI
U+98C0	HNHHW
U+98C1	SAHNI
U+98C2	HNSMH
U+98C3	HNMWF
U+98C4	MFHNI
U+98C5	HNMLW
U+98C6	IKHNI
U+98C7	HNIKK
U+98C8	HNFFF
U+98C9	HNKCF
U+98CA	FFHNI
U+98CB	HNMGH
U+98CC	TGHNI
U+98CD	HNHNN
U+98CE	HNK
U+98CF	HNNSH
U+98D0	XHNYR
U+98D1	XHNPR
U+98D2	YTHNK
U+98D3	XHNBM
U+98D4	XHNWP
U+98D5	XHNHX
U+98D6	BUHNK
U+98D7	XHNHH
U+98D8	MFHNK
U+98D9	IKHNK
U+98DA	XHNFF
U+98DB	NOHTO
U+98DC	HWNOO
U+98DD	NONOO
U+98DE	NO
U+98DF	OIAV
U+98E0	OIAI
U+98E1	IMOIV
U+98E2	OIHN
U+98E3	OIMN
U+98E4	OIO
U+98E5	OIHP
U+98E6	OIMJ
U+98E7	NIOIV
U+98E8	VHOIV
U+98E9	OIPU
U+98EA	OIHG
U+98EB	OIHK
U+98EC	FQIAV
U+98ED	OIOKS
U+98EE	OSNO
U+98EF	OIHE
U+98F0	OIYY
U+98F1	MNOIV
U+98F2	OINO
U+98F3	OIYG
U+98F4	OIIR
U+98F5	OIHS
U+98F6	OIPH
U+98F7	OIBM
U+98F8	RSOIV
U+98F9	OIHHL
U+98FA	YPOIV
U+98FB	OIOHH
U+98FC	OISMR
U+98FD	OIPRU
U+98FE	OIOLB
U+98FF	OIUU
U+9900	OITK
U+9901	OIOHG
U+9902	OIHJR
U+9903	OIYCK
U+9904	OIOMR
U+9905	OITT
U+9906	OILMO
U+9907	OIBMR
U+9908	IOOIV
U+9909	OIHBR
U+990A	TOIAV
U+990B	FQOIV
U+990C	OISJ
U+990D	MIKV
U+990E	OIHER
U+990F	OIYHV
U+9910	YEOIV
U+9911	OIJBD
U+9912	OIBV
U+9913	OIHQI
U+9914	OIIJB
U+9915	OIICE
U+9916	OIMRT
U+9917	OIDL
U+9918	OIOMD
U+9919	OIKKB
U+991A	OIKKB
U+991B	OIAPP
U+991C	OIWD
U+991D	OITYS
U+991E	OIII
U+991F	OIEEE
U+9920	OIYJJ
U+9921	OINHX
U+9922	OIYTR
U+9923	OIKLU
U+9924	OIFF
U+9925	LYOIV
U+9926	OISMV
U+9927	OIHDV
U+9928	OIJRR
U+9929	OICYO
U+992A	OIMBK
U+992B	OIBJJ
U+992C	OIJRB
U+992D	OIHAG
U+992E	MHOIV
U+992F	OIVNO
U+9930	OIHON
U+9931	OIONK
U+9932	OIAPV
U+9933	OIAMH
U+9934	OIKJT
U+9935	OIWMV
U+9936	OIBBB
U+9937	OIDAM
U+9938	OIYTK
U+9939	OIILR
U+993A	OIIBI
U+993B	OITGF
U+993C	OIOND
U+993D	OIHI
U+993E	OIHHW
U+993F	OIHXE
U+9940	OIBHX
U+9941	OIGIT
U+9942	OIABT
U+9943	OITAK
U+9944	OIFBG
U+9945	OIAWE
U+9946	OIWTJ
U+9947	OISRR
U+9948	OITQG
U+9949	OITLM
U+994A	OITBK
U+994B	OILMC
U+994C	OIRUC
U+994D	OITGR
U+994E	OIGRR
U+994F	NKOIV
U+9950	OIGBT
U+9951	OIVII
U+9952	OIGGU
U+9953	OIFBD
U+9954	YVGV
U+9955	RUOIV
U+9956	OIYMH
U+9957	VLOIV
U+9958	OIYWM
U+9959	OIJTC
U+995A	OITGT
U+995B	OITBO
U+995C	MKOIV
U+995D	OIIDR
U+995E	OINRI
U+995F	OIYRV
U+9960	OIWLG
U+9961	OIHUC
U+9962	OIJBV
U+9963	NV
U+9964	NVMN
U+9965	NVHN
U+9966	NVHP
U+9967	NVNSH
U+9968	NVPU
U+9969	NVOMN
U+996A	NVHG
U+996B	NVHK
U+996C	NVOKS
U+996D	NVHE
U+996E	NVNO
U+996F	NVIJ
U+9970	NVOLB
U+9971	NVPRU
U+9972	NVSMR
U+9973	NVUU
U+9974	NVIR
U+9975	NVSJ
U+9976	NVJPU
U+9977	NVHBR
U+9978	NVOMR
U+9979	NVHER
U+997A	NVYCK
U+997B	NVYHV
U+997C	NVTT
U+997D	NVJBD
U+997E	NVMRT
U+997F	NVHQI
U+9980	NVOMD
U+9981	NVBV
U+9982	NVICE
U+9983	NVWD
U+9984	NVAPP
U+9985	NVNHX
U+9986	NVJRR
U+9987	NVDAM
U+9988	NVLMO
U+9989	NVBBB
U+998A	NVHXE
U+998B	NVNUY
U+998C	NVGIT
U+998D	NVTAK
U+998E	NVIBI
U+998F	NVHHW
U+9990	NVTQG
U+9991	NVTLM
U+9992	NVAWE
U+9993	NVTBK
U+9994	NVRUC
U+9995	NVJBV
U+9996	THBU
U+9997	KNTHU
U+9998	TUIRM
U+9999	HDA
U+999A	HACSH
U+999B	HAIKK
U+999C	HASP
U+999D	HAPH
U+999E	HAJBD
U+999F	HABND
U+99A0	HAOIR
U+99A1	HALMY
U+99A2	HAII
U+99A3	HAKLU
U+99A4	HAAPV
U+99A5	HAOAE
U+99A6	HATXC
U+99A7	HAWOT
U+99A8	GEHDA
U+99A9	HAJTC
U+99AA	HAJMC
U+99AB	HAHAA
U+99AC	SQSF
U+99AD	SFE
U+99AE	IMSQF
U+99AF	SFMJ
U+99B0	SFPI
U+99B1	SFK
U+99B2	SFHP
U+99B3	SFPD
U+99B4	SFLLL
U+99B5	SFT
U+99B6	SFJE
U+99B7	SFJB
U+99B8	SFHML
U+99B9	SFA
U+99BA	SFNHE
U+99BB	SFIHU
U+99BC	SFYK
U+99BD	SFL
U+99BE	SFLBU
U+99BF	SFIS
U+99C0	SFIKU
U+99C1	SFKK
U+99C2	PJSQF
U+99C3	SFDK
U+99C4	SFKI
U+99C5	SFSO
U+99C6	SFSK
U+99C7	SFOK
U+99C8	SFOM
U+99C9	SFBR
U+99CA	SFDHE
U+99CB	SFSHR
U+99CC	NUSQF
U+99CD	SFMFJ
U+99CE	SFLW
U+99CF	SFSS
U+99D0	SFYG
U+99D1	VESQF
U+99D2	SFPR
U+99D3	SFMFM
U+99D4	SFBM
U+99D5	KRSQF
U+99D6	SFOII
U+99D7	SFOHH
U+99D8	SFIR
U+99D9	SFODI
U+99DA	SFLBK
U+99DB	SFLK
U+99DC	SFPH
U+99DD	SFJP
U+99DE	SFOPD
U+99DF	SFWC
U+99E0	SFHHL
U+99E1	RRSQF
U+99E2	SFTT
U+99E3	SFLMO
U+99E4	SFMIG
U+99E5	SFIJ
U+99E6	FQSQF
U+99E7	SFBMR
U+99E8	SFPA
U+99E9	SFOMG
U+99EA	SFHGU
U+99EB	SFFMU
U+99EC	SFSJ
U+99ED	SFYVO
U+99EE	SFYCK
U+99EF	SFHJD
U+99F0	SFWK
U+99F1	SFHER
U+99F2	SFILL
U+99F3	SFNKV
U+99F4	SFIT
U+99F5	SFMX
U+99F6	SFSSR
U+99F7	SFDL
U+99F8	SFSME
U+99F9	SFIUH
U+99FA	SFIAV
U+99FB	SFAMJ
U+99FC	SFOMD
U+99FD	SFRB
U+99FE	SFCRU
U+99FF	SFICE
U+9A00	SFHQI
U+9A01	SFLWS
U+9A02	SFYTJ
U+9A03	SFIOK
U+9A04	SFVNE
U+9A05	SFOG
U+9A06	SFBGR
U+9A07	SFOMR
U+9A08	SFYJJ
U+9A09	SFAPP
U+9A0A	SFPOU
U+9A0B	SFDOO
U+9A0C	SFJMF
U+9A0D	SFWD
U+9A0E	SFKMR
U+9A0F	SFTMC
U+9A10	SFOIP
U+9A11	SFLMY
U+9A12	SFELI
U+9A13	XSFOM
U+9A14	SFAPV
U+9A15	SFMWV
U+9A16	NKSQF
U+9A17	IBSQF
U+9A18	SFPKP
U+9A19	SFHSB
U+9A1A	SFTBN
U+9A1B	SFNOO
U+9A1C	SFHAG
U+9A1D	SFNKQ
U+9A1E	SFQJR
U+9A1F	SFOMN
U+9A20	SFAMO
U+9A21	SFHAE
U+9A22	SFRYE
U+9A23	SFUCE
U+9A24	SFNOK
U+9A25	SFNHD
U+9A26	SFWP
U+9A27	SFBBR
U+9A28	SFFWJ
U+9A29	SFHI
U+9A2A	SFHXE
U+9A2B	JTCF
U+9A2C	SFHDP
U+9A2D	NHSQF
U+9A2E	SFHHW
U+9A2F	SFYBS
U+9A30	BFQF
U+9A31	SFBVK
U+9A32	SFTAJ
U+9A33	SFSQF
U+9A34	SFAJV
U+9A35	SFMHF
U+9A36	SFPUU
U+9A37	SFEII
U+9A38	SFHSM
U+9A39	SFTLM
U+9A3A	GISQF
U+9A3B	SFKKK
U+9A3C	SFIXP
U+9A3D	SFSMA
U+9A3E	SFWVF
U+9A3F	SFYTJ
U+9A40	TAKF
U+9A41	GKSQF
U+9A42	SFIIH
U+9A43	SFMWF
U+9A44	SFHWP
U+9A45	SFSRR
U+9A46	SFWTJ
U+9A47	XGISQ
U+9A48	SFNHB
U+9A49	SFYPM
U+9A4A	SFTMJ
U+9A4B	SFNOE
U+9A4C	SFLX
U+9A4D	SFGGU
U+9A4E	SFFDQ
U+9A4F	SFSND
U+9A50	SFYDK
U+9A51	SFMLW
U+9A52	SFRRJ
U+9A53	SFCWA
U+9A54	SFMWJ
U+9A55	SFHKB
U+9A56	SFJIG
U+9A57	SFOMO
U+9A58	YRBSN
U+9A59	SFYWM
U+9A5A	TKSQF
U+9A5B	SFWLJ
U+9A5C	SFTCD
U+9A5D	SFGBD
U+9A5E	SFJMC
U+9A5F	SFSEO
U+9A60	SFTLF
U+9A61	YPSQF
U+9A62	SFYPT
U+9A63	SFFQF
U+9A64	SFYRV
U+9A65	SFLPC
U+9A66	SFMBU
U+9A67	SFTJD
U+9A68	SFUOB
U+9A69	SFTRG
U+9A6A	SFMMP
U+9A6B	SFSFF
U+9A6C	NVSM
U+9A6D	NME
U+9A6E	NMK
U+9A6F	NMLLL
U+9A70	NMPD
U+9A71	NMSK
U+9A72	NMA
U+9A73	NMKK
U+9A74	NMIS
U+9A75	NMBM
U+9A76	NMLK
U+9A77	NMWC
U+9A78	NMODI
U+9A79	NMPR
U+9A7A	NMNSM
U+9A7B	NMYG
U+9A7C	NMJP
U+9A7D	VENVM
U+9A7E	KRNVM
U+9A7F	NMEQ
U+9A80	NMIR
U+9A81	NMJPU
U+9A82	RRNVM
U+9A83	NMWK
U+9A84	NMHKL
U+9A85	NMOPJ
U+9A86	NMHER
U+9A87	NMYVO
U+9A88	NMTT
U+9A89	NMNMM
U+9A8A	NMMBB
U+9A8B	NMLWS
U+9A8C	NMOMM
U+9A8D	NMYTJ
U+9A8E	NMSME
U+9A8F	NMICE
U+9A90	NMTMC
U+9A91	NMKMR
U+9A92	NMWD
U+9A93	NMOG
U+9A94	NMJMF
U+9A95	NMLX
U+9A96	NMIKH
U+9A97	NMISB
U+9A98	NHNVM
U+9A99	NMNOK
U+9A9A	NMEII
U+9A9B	NKNVM
U+9A9C	QKNVM
U+9A9D	NMHHW
U+9A9E	JTCM
U+9A9F	NMISM
U+9AA0	NMMWF
U+9AA1	NMWVF
U+9AA2	NMHWP
U+9AA3	NMSND
U+9AA4	NMSEO
U+9AA5	NMLPC
U+9AA6	NMMBU
U+9AA7	NMYRV
U+9AA8	BBB
U+9AA9	BBKN
U+9AAA	BBHNI
U+9AAB	BBKNI
U+9AAC	BBMD
U+9AAD	BBMJ
U+9AAE	BBIP
U+9AAF	BBYHN
U+9AB0	BBHNE
U+9AB1	BBOLL
U+9AB2	BBPRU
U+9AB3	BBDHE
U+9AB4	BBYMP
U+9AB5	BBDM
U+9AB6	BBHPM
U+9AB7	BBJR
U+9AB8	BBYVO
U+9AB9	BBYCK
U+9ABA	BBHMR
U+9ABB	BBKMS
U+9ABC	BBHER
U+9ABD	BBBV
U+9ABE	BBMLK
U+9ABF	YPMRB
U+9AC0	BBHHJ
U+9AC1	BBWD
U+9AC2	BBJHR
U+9AC3	BBWLB
U+9AC4	XBBYK
U+9AC5	BBFDV
U+9AC6	BBIBI
U+9AC7	BBYRB
U+9AC8	BBYBS
U+9AC9	BBOBG
U+9ACA	BBTQM
U+9ACB	BBJTU
U+9ACC	BBJOC
U+9ACD	BBIJC
U+9ACE	BBSMH
U+9ACF	BBLWV
U+9AD0	BBGGU
U+9AD1	BBWLI
U+9AD2	BBTMT
U+9AD3	BBYKB
U+9AD4	BBTWT
U+9AD5	BBJMC
U+9AD6	BBJTI
U+9AD7	BBYPT
U+9AD8	YRBR
U+9AD9	YSLB
U+9ADA	YBYHN
U+9ADB	YBSKN
U+9ADC	YBAHT
U+9ADD	YBFFS
U+9ADE	YBRRD
U+9ADF	SIHHH
U+9AE0	SHHN
U+9AE1	SHMU
U+9AE2	SHPD
U+9AE3	SHYHS
U+9AE4	SHD
U+9AE5	SHBMM
U+9AE6	SHHQU
U+9AE7	SHLBU
U+9AE8	SHMMU
U+9AE9	SHMLS
U+9AEA	SHKE
U+9AEB	SHSHR
U+9AEC	SHMFM
U+9AED	SHYMP
U+9AEE	SHIKK
U+9AEF	SHGB
U+9AF0	SHPT
U+9AF1	SHPRU
U+9AF2	SHDHE
U+9AF3	SHNIH
U+9AF4	SHLLN
U+9AF5	SHMBL
U+9AF6	SHSJ
U+9AF7	SHTW
U+9AF8	SHTC
U+9AF9	SHOD
U+9AFA	SHHJR
U+9AFB	SHGR
U+9AFC	SHHEJ
U+9AFD	SHOOG
U+9AFE	SHFB
U+9AFF	SHEFH
U+9B00	SHCNH
U+9B01	SHHDN
U+9B02	SHOMC
U+9B03	SHJMF
U+9B04	SHAPH
U+9B05	SHBB
U+9B06	SHDCI
U+9B07	SHNSD
U+9B08	SHFQU
U+9B09	SHUCE
U+9B0A	SHQKA
U+9B0B	SHTBN
U+9B0C	SHKMB
U+9B0D	SHJRB
U+9B0E	SHDBN
U+9B0F	SHHDF
U+9B10	SHJPA
U+9B11	SHTXC
U+9B12	SHJBC
U+9B13	SHJOC
U+9B14	SHYHJ
U+9B15	SHTAK
U+9B16	SHIIH
U+9B17	SHTLB
U+9B18	SHAWE
U+9B19	SHCWA
U+9B1A	SHHHC
U+9B1B	SHWKV
U+9B1C	SHANB
U+9B1D	SHANA
U+9B1E	SHTWV
U+9B1F	SHWLV
U+9B20	SHOMA
U+9B21	SHJPN
U+9B22	SHJMC
U+9B23	SHVVV
U+9B24	SHYRV
U+9B25	LN
U+9B26	LNYJ
U+9B27	LNYLB
U+9B28	LNTC
U+9B29	LNHXU
U+9B2A	LNMTI
U+9B2B	LNMJK
U+9B2C	LNBML
U+9B2D	LNRML
U+9B2E	LNNXU
U+9B2F	UIP
U+9B30	XDDBU
U+9B31	DDBUH
U+9B32	MRBL
U+9B33	HRHPM
U+9B34	MBIJB
U+9B35	MUMRB
U+9B36	XQUMR
U+9B37	MBUCE
U+9B38	XMBHH
U+9B39	QUMRB
U+9B3A	MBOAH
U+9B3B	NNMRB
U+9B3C	HI
U+9B3D	HIHHH
U+9B3E	HIJE
U+9B3F	HIHML
U+9B40	HIOLL
U+9B41	HIYJ
U+9B42	MIHI
U+9B43	HIIKK
U+9B44	HAHI
U+9B45	HIJD
U+9B46	HIIV
U+9B47	MIKI
U+9B48	HIFB
U+9B49	HIMOB
U+9B4A	HIIRM
U+9B4B	HIOG
U+9B4C	HITMC
U+9B4D	HIBTV
U+9B4E	HIMLB
U+9B4F	HVHI
U+9B50	HITXC
U+9B51	HIYUB
U+9B52	HIMWF
U+9B53	HIWTJ
U+9B54	IDHI
U+9B55	HIVII
U+9B56	HIYPM
U+9B57	GIHUI
U+9B58	MKHI
U+9B59	ELHI
U+9B5A	NWF
U+9B5B	NFSH
U+9B5C	NFO
U+9B5D	NFLN
U+9B5E	XNFO
U+9B5F	NFM
U+9B60	NFHP
U+9B61	NFPI
U+9B62	NFSU
U+9B63	NFNIN
U+9B64	NFOP
U+9B65	NFNHE
U+9B66	NFFH
U+9B67	NFYHN
U+9B68	NFPU
U+9B69	NFPHH
U+9B6A	NFOLL
U+9B6B	NFLBU
U+9B6C	NFHE
U+9B6D	NFMMU
U+9B6E	NFPP
U+9B6F	NWFA
U+9B70	NFYK
U+9B71	NFMVM
U+9B72	NFIS
U+9B73	NFMLB
U+9B74	NFYHS
U+9B75	NFCSH
U+9B76	NFOB
U+9B77	NFIKU
U+9B78	XNFLL
U+9B79	NFHQU
U+9B7A	NFMNR
U+9B7B	NFWL
U+9B7C	NFGI
U+9B7D	NFTM
U+9B7E	NFMFM
U+9B7F	NFOII
U+9B80	NFJP
U+9B81	NFIKK
U+9B82	NFWO
U+9B83	NFMFJ
U+9B84	NFLLN
U+9B85	NFPH
U+9B86	YPNWF
U+9B87	NFJD
U+9B88	NFPR
U+9B89	NFSHR
U+9B8A	NFHA
U+9B8B	NFLW
U+9B8C	NFYVI
U+9B8D	NFDHE
U+9B8E	NFYR
U+9B8F	NFHQM
U+9B90	NFIR
U+9B91	NFPRU
U+9B92	NFODI
U+9B93	NFHS
U+9B94	NFSS
U+9B95	NFJR
U+9B96	NFMR
U+9B97	NFHEY
U+9B98	XNFOI
U+9B99	NFSMM
U+9B9A	NFGR
U+9B9B	NFYMF
U+9B9C	NFHMR
U+9B9D	FQNWF
U+9B9E	NFMBL
U+9B9F	NFJV
U+9BA0	NFNMU
U+9BA1	NFLMO
U+9BA2	NFHJD
U+9BA3	NFHPL
U+9BA4	MNNWF
U+9BA5	NFHER
U+9BA6	NFBMR
U+9BA7	NFKN
U+9BA8	NFPA
U+9BA9	NFTT
U+9BAA	NFKB
U+9BAB	NFYCK
U+9BAC	NFKMS
U+9BAD	NFGG
U+9BAE	NFTQ
U+9BAF	NFOMR
U+9BB0	NFWR
U+9BB1	NFJKP
U+9BB2	NFOIK
U+9BB3	NFJKS
U+9BB4	NFOD
U+9BB5	NFCRU
U+9BB6	NFSKR
U+9BB7	NFCNH
U+9BB8	NFNAU
U+9BB9	NFFB
U+9BBA	TQNWF
U+9BBB	NFICE
U+9BBC	NFSME
U+9BBD	NFOMD
U+9BBE	NFBV
U+9BBF	NFSJU
U+9BC0	NFHVF
U+9BC1	NFMLK
U+9BC2	NFMCW
U+9BC3	NFMMR
U+9BC4	NFIJE
U+9BC5	NFNKV
U+9BC6	NFIJB
U+9BC7	NFJMU
U+9BC8	OLOF
U+9BC9	NFWG
U+9BCA	EHNWF
U+9BCB	NFEFH
U+9BCC	NFHGR
U+9BCD	NFYIU
U+9BCE	NFIHS
U+9BCF	NFHDN
U+9BD0	NFGYO
U+9BD1	NFKKB
U+9BD2	NFNIB
U+9BD3	NFHXH
U+9BD4	NFVVW
U+9BD5	NFTMC
U+9BD6	NFQMB
U+9BD7	TONWF
U+9BD8	NFHDV
U+9BD9	NFYRD
U+9BDA	NFHDD
U+9BDB	NFBGR
U+9BDC	NFYTV
U+9BDD	NFWJR
U+9BDE	NFSMB
U+9BDF	NFDW
U+9BE0	NFDOO
U+9BE1	NFLMY
U+9BE2	NFHXU
U+9BE3	NFAPH
U+9BE4	NFAPP
U+9BE5	NFGCG
U+9BE6	NFHOR
U+9BE7	NFAA
U+9BE8	NFYRF
U+9BE9	NFOMB
U+9BEA	NFGCE
U+9BEB	NFSJE
U+9BEC	HHNWF
U+9BED	NFNDT
U+9BEE	NFJMF
U+9BEF	NFHBN
U+9BF0	NFOIP
U+9BF1	NFYPU
U+9BF2	NFYSY
U+9BF3	NFIHM
U+9BF4	NFNMI
U+9BF5	NFIKH
U+9BF6	NFBJJ
U+9BF7	NFAMO
U+9BF8	NFONK
U+9BF9	NFAHM
U+9BFA	NFJKA
U+9BFB	NFDLN
U+9BFC	NFUCE
U+9BFD	NFAIL
U+9BFE	NFOMK
U+9BFF	NFISB
U+9C00	NFBME
U+9C01	NFHAE
U+9C02	NFBCN
U+9C03	NFWMV
U+9C04	NFIHV
U+9C05	NFWLB
U+9C06	NFQKA
U+9C07	NFNHD
U+9C08	NFPTD
U+9C09	NFHAG
U+9C0A	NFDWF
U+9C0B	NFSAV
U+9C0C	NFTCW
U+9C0D	NFHDF
U+9C0E	NFNKQ
U+9C0F	NFMRW
U+9C10	NFRRS
U+9C11	NFAMH
U+9C12	NFOAE
U+9C13	NFWP
U+9C14	NFIHR
U+9C15	NFRYE
U+9C16	NFKMB
U+9C17	NFJRB
U+9C18	NFJMG
U+9C19	NFTKR
U+9C1A	NFJMM
U+9C1B	NFABT
U+9C1C	NFTXC
U+9C1D	NFYRB
U+9C1E	NFHRF
U+9C1F	NFYBS
U+9C20	NFEII
U+9C21	NFHHW
U+9C22	NFSQF
U+9C23	NFAGI
U+9C24	NFHRB
U+9C25	NFWLE
U+9C26	NFTVI
U+9C27	XXXBF
U+9C28	NFASM
U+9C29	NFBOU
U+9C2A	NFGIT
U+9C2B	NFJCR
U+9C2C	NFYPK
U+9C2D	NFJPA
U+9C2E	NFWOT
U+9C2F	NFNMM
U+9C30	NFMFL
U+9C31	NFYJJ
U+9C32	GKNWF
U+9C33	NFTJS
U+9C34	HOUFK
U+9C35	OKNWF
U+9C36	NFBOF
U+9C37	NFOLD
U+9C38	NFSRR
U+9C39	NFSEG
U+9C3A	NFIIH
U+9C3B	NFAWE
U+9C3C	NFSMA
U+9C3D	NFTWA
U+9C3E	NFMWF
U+9C3F	NFQMC
U+9C40	AUNWF
U+9C41	NFYMO
U+9C42	NFVMI
U+9C43	NFTQG
U+9C44	NFJII
U+9C45	NFILB
U+9C46	NFYTJ
U+9C47	NFILE
U+9C48	NFMBM
U+9C49	FKNWF
U+9C4A	NFNHB
U+9C4B	NFYPM
U+9C4C	NFNAO
U+9C4D	NFNOE
U+9C4E	NFHKB
U+9C4F	NFMWJ
U+9C50	NFLX
U+9C51	NFTLC
U+9C52	NFTWI
U+9C53	NFRRJ
U+9C54	NFTGR
U+9C55	NFHDW
U+9C56	NFMTO
U+9C57	NFFDQ
U+9C58	NFSMI
U+9C59	NFGGU
U+9C5A	NFGRR
U+9C5B	NFCWA
U+9C5C	NFVHL
U+9C5D	NFJTC
U+9C5E	NFWLV
U+9C5F	HBNWF
U+9C60	NFOMA
U+9C61	NFBCJ
U+9C62	NFRRD
U+9C63	NFYWM
U+9C64	NFIRP
U+9C65	NFYMH
U+9C66	NFRXU
U+9C67	NFTWT
U+9C68	NFFBA
U+9C69	NFMBW
U+9C6A	NFAJA
U+9C6B	NFBBE
U+9C6C	NFMBB
U+9C6D	NFYX
U+9C6E	NFHXC
U+9C6F	NFTOE
U+9C70	NFWLA
U+9C71	NFMTB
U+9C72	NFVVV
U+9C73	NFVID
U+9C74	NFTWI
U+9C75	NFHIR
U+9C76	NFTOV
U+9C77	NFMGR
U+9C78	NFYPT
U+9C79	NFTRG
U+9C7A	NFMMP
U+9C7B	NFNFF
U+9C7C	NWM
U+9C7D	NMSH
U+9C7E	XNMSU
U+9C7F	NMIKU
U+9C80	NMPU
U+9C81	NWMA
U+9C82	NMYHS
U+9C83	NMAU
U+9C84	NMMNR
U+9C85	NMIKE
U+9C86	NMMFJ
U+9C87	NMYR
U+9C88	NMYS
U+9C89	NMLW
U+9C8A	NMOS
U+9C8B	XNMOD
U+9C8C	NMHA
U+9C8D	NMPRU
U+9C8E	FBNWM
U+9C8F	NMDHE
U+9C90	XNMIR
U+9C91	NMGG
U+9C92	NMGR
U+9C93	NMJKS
U+9C94	NMKB
U+9C95	NMMBL
U+9C96	NMBMR
U+9C97	NMBON
U+9C98	NMHMR
U+9C99	NMOMI
U+9C9A	NMYKL
U+9C9B	NMYCK
U+9C9C	NMTQ
U+9C9D	TQNWM
U+9C9E	FQNWM
U+9C9F	NMSMI
U+9CA0	NMMLK
U+9CA1	XNMMB
U+9CA2	NMYKQ
U+9CA3	NMLEG
U+9CA4	NMWG
U+9CA5	NMADI
U+9CA6	NMHED
U+9CA7	NMHVF
U+9CA8	EHNWM
U+9CA9	NMJMU
U+9CAA	NMSKR
U+9CAB	NMAIL
U+9CAC	NMNIB
U+9CAD	NMQMB
U+9CAE	NMGCE
U+9CAF	XNMTM
U+9CB0	NMSJE
U+9CB1	NMLMY
U+9CB2	NMAPP
U+9CB3	NMAA
U+9CB4	NMWJR
U+9CB5	NMHXU
U+9CB6	NMOIP
U+9CB7	NMBGR
U+9CB8	NMYRF
U+9CB9	XNMIK
U+9CBA	NMNHI
U+9CBB	NMVVW
U+9CBC	NMJTO
U+9CBD	NMPTD
U+9CBE	NMMRW
U+9CBF	NMFBI
U+9CC0	NMAMO
U+9CC1	NMABT
U+9CC2	NMWMV
U+9CC3	NMWP
U+9CC4	NMRRS
U+9CC5	NMHDF
U+9CC6	NMOAE
U+9CC7	NMHAG
U+9CC8	NMHAE
U+9CC9	XNMLM
U+9CCA	XNMIS
U+9CCB	XNMEI
U+9CCC	QKNWM
U+9CCD	NMJPA
U+9CCE	NMASM
U+9CCF	NMWLF
U+9CD0	NMBOU
U+9CD1	NMYBS
U+9CD2	NMTXC
U+9CD3	NMTJS
U+9CD4	XNMMW
U+9CD5	NMMBS
U+9CD6	FKNWM
U+9CD7	NMAWE
U+9CD8	OKNWM
U+9CD9	NMILB
U+9CDA	NMSFI
U+9CDB	NMSMA
U+9CDC	NMMTO
U+9CDD	NMTTR
U+9CDE	NMFDQ
U+9CDF	NMTWI
U+9CE0	NMTOE
U+9CE1	NMIRP
U+9CE2	NMTWT
U+9CE3	NMYWM
U+9CE4	NMHJR
U+9CE5	HAYF
U+9CE6	HFN
U+9CE7	HFHN
U+9CE8	XHFKS
U+9CE9	KNHAF
U+9CEA	YHAF
U+9CEB	XMHAF
U+9CEC	HAYN
U+9CED	SHHAF
U+9CEE	EHAF
U+9CEF	HNHAF
U+9CF0	OHAF
U+9CF1	MJHAF
U+9CF2	SHAF
U+9CF3	HNMAF
U+9CF4	RHAF
U+9CF5	NJHAF
U+9CF6	IPHAF
U+9CF7	JEHAF
U+9CF8	ISHAF
U+9CF9	ONHAF
U+9CFA	QOHAF
U+9CFB	CHHAF
U+9CFC	YKHAF
U+9CFD	MTHAF
U+9CFE	XXMBH
U+9CFF	MGHAF
U+9D00	MFHAF
U+9D01	HKHAF
U+9D02	DKHAF
U+9D03	HFDK
U+9D04	SCHAF
U+9D05	BYHAF
U+9D06	LUHAF
U+9D07	PJHAF
U+9D08	MOHF
U+9D09	MHHAF
U+9D0A	XXXMM
U+9D0B	YSHAF
U+9D0C	HKHAF
U+9D0D	YKHAF
U+9D0E	SKHAF
U+9D0F	HFOIP
U+9D10	KRHAF
U+9D11	VEHAF
U+9D12	OIHAF
U+9D13	PHHAF
U+9D14	HOHAF
U+9D15	HFJP
U+9D16	RPHAF
U+9D17	YTHAF
U+9D18	ITHAF
U+9D19	OKHAF
U+9D1A	HFMNR
U+9D1B	NUHAF
U+9D1C	YPHAF
U+9D1D	PRHAF
U+9D1E	RSHAF
U+9D1F	HMHAF
U+9D20	AMHAF
U+9D21	BMHAF
U+9D22	VIKSF
U+9D23	JRHAF
U+9D24	HFHEY
U+9D25	HFJC
U+9D26	LKHAF
U+9D27	XJUHA
U+9D28	WLHAF
U+9D29	HOHAF
